pays;volet;indicateur;valeur;unite_devise;annee_perimetre;source_nom;url;date_consultation;divergence_notes
Afrique du Sud;operateur;Contentieux tarifaire total Eskom contre NERSA;103;milliards de ZAR;au 31 mars 2022, montants en cours de recouvrement judiciaire;Eskom, Integrated Report 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_integrated_report.pdf;2026-09-08;Detail: R20 md (RCA FY2015-2017), R14 md (RCA FY2018), R10 md (revenue et RCA FY2019), R59 md (revenue decision FY2020-2022). Verbatim: The legal processes related to the recovery of an estimated R103 billion still need to be finalised by the courts.
Afrique du Sud;operateur;Statut de la determination tarifaire au 2 novembre 2021;aucun sentier tarifaire approuve au-dela du 31 mars 2022;qualitatif;septembre 2021 a fevrier 2022;Eskom, Integrated Report 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_integrated_report.pdf;2026-09-08;Verbatim: In September 2021, NERSA rejected the application on the basis that the MYPD methodology was no longer valid. Eskom a depose un recours urgent en High Court. Decision NERSA obtenue seulement en fevrier 2022 (hausse de 9,61 pourcent pour FY2023). Confirmations de presse datees (titres seuls certifies, corps payant): News24 30 septembre 2021, Engineering News 1er et 28 octobre 2021.
Afrique du Sud;operateur;Hausses tarifaires accordees par NERSA;8,8 (FY2021), 15,06 (FY2022 clients Eskom) et 17,80 (FY2022 distributeurs municipaux), 9,61 (FY2023);pourcentage;FY2021 a FY2023;Eskom, AFS 2021, AFS 2022, IR 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;MYPD4 tel qu'accorde initialement: 9,41 / 8,10 / 5,22 pourcent pour FY2020/21/22.
Afrique du Sud;operateur;Injection de capital de l'Etat a Eskom FY2020;49000;millions de ZAR;exercice clos le 31 mars 2020, equity support;Eskom, AFS 31 March 2021;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;
Afrique du Sud;operateur;Injection de capital de l'Etat a Eskom FY2021;56000;millions de ZAR;exercice clos le 31 mars 2021, equity support;Eskom, AFS 31 March 2021;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;Verbatim: National Treasury provided R56 billion (2020: R49 billion) in equity support to Eskom in 2021.
Afrique du Sud;operateur;Injection de capital de l'Etat a Eskom FY2022;31700;millions de ZAR;exercice clos le 31 mars 2022, equity support;National Treasury RSA, MTBPS 2021 et Budget Review 2022 chapitre 8;http://www.treasury.gov.za/documents/mtbps/2021/mtbps/FullMTBPS.pdf;2026-09-08;MTBPS du 11 novembre 2021, verbatim: Equity support of R31.7 billion was provided to Eskom in 2021/22, with the last tranche of R11.7 billion disbursed on 1 July. AFS2022 precise: which was used to service debt.
Afrique du Sud;operateur;Soutien de l'Etat engage a Eskom FY2023 a FY2026;87900;millions de ZAR;exercices FY2023 a FY2026, annonce au Budget 2022;Eskom, Integrated Report 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_integrated_report.pdf;2026-09-08;Detail: 21,9 + 21,0 + 22,0 + 23,0 md. Verbatim: We will rely on these equity injections to meet future liquidity requirements. IR2021 mentionne un engagement anterieur total de R225,8 md jusqu'a FY2026 annonce au MTBPS 2020.
Afrique du Sud;operateur;Transferts de l'Etat a Eskom rapportes au PIB;environ 1;pourcentage du PIB par an;moyenne recente a fin 2021;FMI, Country Report No. 22/37, paragraphe 26;https://www.elibrary.imf.org/downloadpdf/journals/002/2022/037/002.2022.issue-037-en.pdf;2026-09-08;Verbatim: received on average close to 1 percent of GDP in transfers.
Afrique du Sud;operateur;Facilite de garantie de l'Etat accordee a Eskom;350000;millions de ZAR;plafond de la facilite, au 31 mars 2021 et au 31 mars 2022;Eskom, AFS 2022 note 5.3.2 - Government guarantees available;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;Repartition FY2022: 152000 Domestic MTN programme et 198000 General. Le Tresor (Budget Review 2022 ch.7) note que Eskom accounts for 78.7 per cent of these guarantees.
Afrique du Sud;operateur;Garantie de l'Etat utilisee par Eskom au 31 mars 2021 (chiffre Eskom);304531;millions de ZAR;committed and drawn-down, au 31 mars 2021;Eskom, AFS 31 March 2021 et AFS 2022 note 5.3.2;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;DIVERGENCE A TROIS VALEURS pour le meme objet apparent au 31 mars 2021: R304,5 md (Eskom, engage plus tire), R298,3 md (Tresor ch.7, exposure = encours plus interets courus plus indexation), R281,6 md (Tresor ch.8, used, plus R7 md committed). Les trois mesurent des choses differentes. Ne pas trancher.
Afrique du Sud;operateur;Garantie de l'Etat utilisee par Eskom au 31 mars 2021 (chiffre Tresor ch.8);281600;millions de ZAR;used, au 31 mars 2021, plus R7 md committed;National Treasury RSA, Budget Review 2022 chapitre 8 et MTBPS 2021;https://www.treasury.gov.za/documents/national%20budget/2022/review/Chapter%208.pdf;2026-09-08;Verbatim: By 31 March 2021, Eskom had used R281.6 billion of its R350 billion government guarantee facility, with another R7 billion committed. Voir la divergence a trois valeurs signalee ci-dessus.
Afrique du Sud;operateur;Exposition de l'Etat aux garanties Eskom (chiffre Tresor ch.7);326,9 (2019/20), 298,3 (2020/21) et 327,9 (2021/22);milliards de ZAR;exposure = encours du pret plus interets courus plus ajustements des obligations indexees;National Treasury RSA, Budget Review 2022 chapitre 7, Table 7.10;https://www.treasury.gov.za/documents/national%20budget/2022/review/Chapter%207.pdf;2026-09-08;Definition du Tresor: exposure may exceed the approved guarantee amount. Verbatim: Eskom's guarantee exposure increased by R29.6 billion to R327.9 billion due to additional drawdowns.
Afrique du Sud;operateur;Marge de garantie d'Etat disponible pour Eskom au 31 mars 2021;45469;millions de ZAR;closing balance de la facilite de garantie, groupe;Eskom, AFS 2022 note 5.3.2, colonne comparative;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;
Afrique du Sud;operateur;Marge de garantie d'Etat disponible pour Eskom au 31 mars 2022;35700;millions de ZAR;closing balance de la facilite de garantie, groupe;Eskom, AFS 2022 note 5.3.2;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;CHIFFRE DECISIF: le paquet JETP converti au spot Eskom du 31 mars 2022 (14,59 ZAR/USD) vaut environ R124,0 md, soit environ 3,5 fois cette marge residuelle. Calcul de l'auteur.
Afrique du Sud;operateur;Dispense speciale du ministre des Finances pour dette garantie additionnelle;42000 (2021/22) et 25000 (2022/23);millions de ZAR;exercices 2021/22 et 2022/23;National Treasury RSA, MTBPS 2021 et Budget Review 2022 chapitre 8;http://www.treasury.gov.za/documents/mtbps/2021/mtbps/FullMTBPS.pdf;2026-09-08;ECART SIGNALE NON ARBITRE: R350 md moins R281,6 md utilises moins R7 md engages laisse R61,4 md de marge nominale, alors que R42 plus R25 = R67 md ont ete autorises. Le Tresor precise which is still within these limits, les amortissements liberant de la capacite en cours d'exercice.
Afrique du Sud;operateur;Capacite d'endettement additionnelle d'Eskom (verbatim);saturated borrowing capacity;citation;AFS 31 March 2021, directors' report, signe le 26 aout 2021;Eskom, Annual Financial Statements 31 March 2021;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;Verbatim complet: Access to funding in domestic and foreign markets has been restricted due to decreased investor confidence driven by poor financial performance, saturated borrowing capacity, credit rating downgrades and uncertainty around Eskom's unbundling. Document audite, dix semaines avant la COP26.
Afrique du Sud;operateur;Programme d'emprunt total d'Eskom FY2022 a FY2026;105300;millions de ZAR;cinq exercices, FY2022 a FY2026;Eskom, Annual Financial Statements 31 March 2021, directors' report;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;CHIFFRE DECISIF: le paquet JETP (environ R124-125 md) est SUPERIEUR au programme d'emprunt total d'Eskom sur cinq ans. Calcul de l'auteur pour la conversion.
Afrique du Sud;operateur;Opinion d'audit Eskom FY2021;qualified (avec reserve);qualitatif;exercice clos le 31 mars 2021;SizweNtsalubaGobodo Grant Thornton, rapport d'audit du 26 aout 2021, in Eskom AFS 31 March 2021;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;CORRECTION DE PREMISSE: l'Auditor-General South Africa n'audite PAS Eskom directement, il delegue a un cabinet prive (Public Audit Act 25 of 2004, s.4(3)). Auditeur FY2021: SNG Grant Thornton. Auditeur FY2022: Deloitte and Touche. Motif de la reserve: depenses irregulieres non integralement enregistrees.
Afrique du Sud;operateur;Opinion d'audit Eskom FY2022;qualified (avec reserve), sur trois motifs;qualitatif;exercice clos le 31 mars 2022;Deloitte and Touche, rapport d'audit du 16 decembre 2022, in Eskom AFS 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;Trois motifs contre un seul en FY2021: (i) irregular expenditure, (ii) fruitless and wasteful expenditure R4994 M, (iii) losses due to criminal conduct R2795 M. L'auditeur evoque the material breakdown in financial controls.
Afrique du Sud;operateur;Incertitude significative sur la continuite d'exploitation FY2021;material uncertainty exists that may cast significant doubt on the group's ability to continue as a going concern;citation;exercice clos le 31 mars 2021, groupe;SNG Grant Thornton, in Eskom AFS 31 March 2021;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;Le rapport releve aussi que the group's current liabilities exceed its current assets by R19 430 million (2020: R16 515 million). Le conseil conclut au going concern based on the understanding by the shareholder of Eskom's situation and the undertaking of additional support - c'est-a-dire sur le soutien de l'Etat, pas sur les fondamentaux.
Afrique du Sud;operateur;Incertitude significative sur la continuite d'exploitation FY2022;material uncertainty that may cast significant doubt on the group and company's ability to continue as a going concern;citation;exercice clos le 31 mars 2022;Deloitte and Touche, in Eskom AFS 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;Facteurs listes par l'auditeur, dont: the court proceedings against NERSA to regularise the tariff determination methodology, et the negotiation of significant new and renewed funding and the need for Government support.
Afrique du Sud;operateur;Depenses irregulieres cumulees Eskom exercice FY2021;37214 (publie en aout 2021) et 59177 (retraite en decembre 2022);millions de ZAR;cumul au 31 mars 2021, groupe;Eskom, AFS 31 March 2021 et AFS 2022 note 51.1;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;DIVERGENCE MAJEURE PAR RETRAITEMENT: la divulgation connaissable a la COP26 sous-estimait le stock reel de 59 pourcent. Motif AFS2022: Prior year incidents totalling R21 770 million were restated... six major incidents dating back to a number of years. Cumul FY2022: R67101 M.
Afrique du Sud;operateur;Notation de credit Eskom au 31 mars 2022;CCC+ (S&P), caa1 (Moody's), B local (Fitch), standalone ccc- / caa3;notation;au 31 mars 2022;Eskom, Integrated Report 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_integrated_report.pdf;2026-09-08;Toutes en categorie speculative profonde. Le standalone (hors soutien de l'Etat) est a un cran du defaut. IR2022: Our ratings remain at sub-investment grade level, which affects our ability to access unguaranteed funding.
Afrique du Sud;operateur;Emission obligataire internationale d'Eskom prevue en novembre 2021;annulee;qualitatif;novembre 2021;Eskom, Integrated Report 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_integrated_report.pdf;2026-09-08;Verbatim: The planned issuance of a public international bond in November 2021 was cancelled due to delays in the Government bond programme. Le mois meme de la COP26.
Afrique du Sud;operateur;Part du financement FY2022 securisee en juillet 2021;39;pourcentage du besoin de financement de l'exercice;juillet 2021, besoin de R42 md pour FY2022;Eskom, AFS 31 March 2021, note 3.2 going concern;https://www.eskom.co.za/wp-content/uploads/2021/08/AFS2021.pdf;2026-09-08;Verbatim: noted that there is a need to secure funding of R42 billion in 2022 (39% of the funding for 2022 had been secured by July 2021). Au moment de la COP26, 61 pourcent du financement de l'exercice en cours n'etait pas boucle.
Afrique du Sud;operateur;Service de la dette d'Eskom a venir;176900 de remboursements et 118900 d'interets;millions de ZAR sur cinq ans;cinq exercices jusqu'au 31 mars 2027;Eskom, Integrated Report 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_integrated_report.pdf;2026-09-08;Cout total du service de la dette attendu pour FY2023: R79,5 md (FY2022: R71,4 md).
Afrique du Sud;operateur;Dette municipale en souffrance envers Eskom;35300 (au 31 mars 2021) et 44800 (au 31 mars 2022);millions de ZAR;arrear municipal debt, brut;Eskom, AFS 31 March 2021 et AFS 2022;https://www.eskom.co.za/wp-content/uploads/2022/12/2022_annual_financial_statements.pdf;2026-09-08;AFS2021: Municipal debt remains a challenge, with arrear debt having increased 26% to R35.3 billion.
Afrique du Sud;change;Ventilation du paquet JETP par instrument - dons;329,7;millions de USD, soit 3,90 pourcent du paquet;engagement 2023-2027, offre de l'International Partners Group;South Africa's Just Energy Transition Investment Plan 2023-2027, Table 28, page 129, remis le 7 novembre 2022 a la COP27;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;DIVERGENCE INTERNE AU DOCUMENT: le corps du texte (paragraphe 5.7.1) ecrit ZAR329.7 million au lieu de US$329.7 million. La Table 28 (USD) est coherente avec le total de 8455 M USD. Recoupement independant: Engineering News du 5 novembre 2022 donne les memes quatre montants.
Afrique du Sud;change;Ventilation du paquet JETP par instrument - prets concessionnels;5325;millions de USD, soit 62,98 pourcent du paquet;engagement 2023-2027;JET IP 2023-2027, Table 28;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;
Afrique du Sud;change;Ventilation du paquet JETP par instrument - prets commerciaux;1500;millions de USD, soit 17,74 pourcent du paquet;engagement 2023-2027;JET IP 2023-2027, Table 28;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Royaume-Uni 500 M USD et Etats-Unis (DFC) 1000 M USD.
Afrique du Sud;change;Ventilation du paquet JETP par instrument - garanties;1300;millions de USD, soit 15,38 pourcent du paquet;engagement 2023-2027;JET IP 2023-2027, Table 28;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Integralite apportee par le Royaume-Uni.
Afrique du Sud;change;Total du paquet tel que ventile par instrument;8455;millions de USD;engagement 2023-2027;JET IP 2023-2027, Table 28;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Le total de la Table 28 (8455 M USD) differe legerement du chiffre politique de 8,5 Md USD.
Afrique du Sud;change;Part du paquet generatrice de dette (prets concessionnels plus commerciaux);6825;millions de USD, soit 80,72 pourcent du paquet;engagement 2023-2027;Calcul de l'auteur sur JET IP Table 28;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Arithmetique de l'auteur. En ajoutant les garanties, la part en instruments remboursables ou conditionnels atteint 96,10 pourcent.
Afrique du Sud;change;Part du paquet libellee en devises etrangeres;100;pourcentage;engagement 2023-2027;JET IP 2023-2027, Table 28 et note 140;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Aucune part libellee en ZAR. Note 140 du JET IP: The German, French, and EIB's offers were made in Euros. Using an exchange rate of 1:1 in Table 28, these offers are shown in US dollars. The offers will, therefore, fluctuate. Une partie du paquet est donc en EUR, convertie a la parite 1:1 - hypothese explicite du document.
Afrique du Sud;change;Position du JET IP sur le risque de change;Reducing currency risk: International lenders to consider providing a greater portion of loans denominated in local currency to reduce the significant currency risk and resultant burden of increased servicing and repayment costs in local currency;citation;novembre 2022, paragraphe 5.7;JET IP 2023-2027;https://assets.bbhub.io/company/sites/63/2022/11/south-africa_s-just-energy-transition-investment-plan-2023-2027.pdf;2026-09-08;Synthese des consultations de la societe civile dans le meme document: If loans are not ZAR-denominated, currency exposure risks need to be considered.
