pays,cohorte,cohorte_debut,cohorte_fin,perimetre,horizon_ans,n_activites,engage_MUSD_const2024,decaisse_cumul_MUSD_const2024,taux_pondere_pct,taux_median_activite_pct,taux_q1_activite_pct,taux_q3_activite_pct,activites_exclues_censure
AGREGE-4-PAYS,2018-2021,2018,2021,"tous instruments, type projet C01",4,223,4704.6,1511.99,32.14,85.97,0.0,100.0,87
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",0,10,245.43,105.6,43.03,0.0,0.0,100.35,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",1,10,245.43,245.83,100.17,100.98,97.97,102.57,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",2,10,245.43,245.83,100.17,100.98,97.97,102.57,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",3,10,245.43,245.83,100.17,100.98,97.97,102.57,0
AGREGE-4-PAYS,2018-2021,2018,2021,"prets ODA, appui budgetaire A01/A02",4,8,194.03,195.16,100.58,100.98,99.23,101.98,2
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",0,234,5512.03,969.66,17.59,26.23,0.0,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",1,234,5512.03,3335.46,60.51,88.89,6.52,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"tous instruments, toutes modalites",2,98,3242.16,1973.69,60.88,72.34,15.65,100.0,136
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",0,15,2138.62,410.91,19.21,0.0,0.0,0.72,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",1,15,2138.62,1715.63,80.22,93.72,0.0,98.05,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, toutes modalites",2,6,1249.52,1103.76,88.34,93.72,39.77,98.43,9
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",0,150,438.8,88.91,20.26,23.25,0.0,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",1,150,438.8,155.9,35.53,68.55,7.38,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"dons ODA, toutes modalites",2,68,250.53,98.23,39.21,57.69,21.21,100.0,82
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",0,8,715.35,349.1,48.8,0.0,0.0,0.36,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",1,8,715.35,355.18,49.65,0.0,0.0,2.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, type projet C01",2,3,475.28,371.21,78.1,21.79,15.56,60.89,5
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",0,107,332.92,45.26,13.6,15.87,0.0,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",1,107,332.92,83.43,25.06,56.07,5.11,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"dons ODA, type projet C01",2,48,156.06,26.44,16.94,42.62,11.64,100.0,59
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",0,172,2954.81,757.56,25.64,16.12,0.0,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",1,172,2954.81,908.97,30.76,66.67,0.0,100.0,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"tous instruments, type projet C01",2,72,1730.96,552.39,31.91,44.29,7.96,100.0,100
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",0,7,1423.27,61.82,4.34,0.0,0.0,50.29,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",1,7,1423.27,1360.45,95.59,96.99,95.09,99.84,0
AGREGE-4-PAYS,2022-2023 (JETP),2022,2023,"prets ODA, appui budgetaire A01/A02",2,3,774.24,732.55,94.62,93.72,93.72,99.44,4
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",0,1299,40342.78,4363.02,10.81,47.59,0.0,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",1,1299,40342.78,9589.46,23.77,88.83,0.91,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",2,1299,40342.78,12754.99,31.62,93.79,9.16,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",3,1299,40342.78,15846.01,39.28,96.41,18.51,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, toutes modalites",4,1299,40342.78,18479.05,45.81,97.45,21.42,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",0,145,14087.03,1955.46,13.88,0.0,0.0,0.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",1,145,14087.03,3529.35,25.05,1.75,0.0,67.97,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",2,145,14087.03,4494.55,31.91,8.77,0.0,76.55,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",3,145,14087.03,5211.51,37.0,22.19,0.0,94.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, toutes modalites",4,145,14087.03,5928.79,42.09,34.06,0.32,94.36,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",0,955,1689.3,254.44,15.06,78.57,0.12,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",1,955,1689.3,377.11,22.32,98.3,20.02,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",2,955,1689.3,532.77,31.54,98.79,37.9,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",3,955,1689.3,657.88,38.94,98.79,49.38,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, toutes modalites",4,955,1689.3,740.39,43.83,98.79,54.66,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, type projet C01",0,121,12705.18,1187.69,9.35,0.0,0.0,0.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, type projet C01",1,121,12705.18,2345.43,18.46,0.12,0.0,10.79,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, type projet C01",2,121,12705.18,3310.64,26.06,3.96,0.0,42.9,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, type projet C01",3,121,12705.18,4027.6,31.7,11.87,0.0,50.35,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, type projet C01",4,121,12705.18,4744.87,37.35,22.09,0.0,68.56,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, type projet C01",0,572,1103.53,178.01,16.13,50.0,0.0,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, type projet C01",1,572,1103.53,269.14,24.39,88.35,4.74,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, type projet C01",2,572,1103.53,399.22,36.18,95.24,17.47,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, type projet C01",3,572,1103.53,491.69,44.56,97.44,20.46,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"dons ODA, type projet C01",4,572,1103.53,559.42,50.69,97.8,20.49,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, type projet C01",0,842,24005.06,1805.39,7.52,16.36,0.0,99.24,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, type projet C01",1,842,24005.06,3990.98,16.63,48.99,0.0,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, type projet C01",2,842,24005.06,6180.41,25.75,70.98,0.0,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, type projet C01",3,842,24005.06,8472.65,35.3,83.67,0.39,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"tous instruments, type projet C01",4,842,24005.06,9860.65,41.08,88.8,0.52,100.0,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",0,23,1201.22,767.76,63.92,100.0,0.0,101.24,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",1,23,1201.22,1183.92,98.56,100.34,97.52,101.86,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",2,23,1201.22,1183.92,98.56,100.34,97.52,101.86,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",3,23,1201.22,1183.92,98.56,100.34,97.52,101.86,0
AGREGE-4-PAYS,reference 2006-2020,2006,2020,"prets ODA, appui budgetaire A01/A02",4,23,1201.22,1183.92,98.56,100.34,97.52,101.86,0
