line_id,Unique ID,Project Name,Portfolios,Purpose,Priority Areas,Funder/Source,Funding Instrument,Disbursement Channel,Co-Financing: Name,Currency: Pledged,Amount: Pledged,Total US$,Total ZAR,Funding Partners,Implementing Entity,Institutional / South African Partner,Beneficiary,Status,Project Description,Date of Financing Agreement Signed*,End Date
zaf-jet-investment-register-q1-2026-overall-data-42,EU016,Green Hydrogen Infrastructure Development,NEVs,Infrastructure,CRM Value Chain,,"Commercial Debt, Equity & Guarantees",,,EUR,29500000,31860000.000000004,563922000,European Union,KfW,,Energy Sector,A. Planned,Increase investments in responsible CRM and potentially green hydrogen and derivatives value-chains through the deployment of blended financing solutions.,,
zaf-jet-investment-register-q1-2026-overall-data-43,EU017,"For audits for Skills, MSME and TA Facility",Electricity,Technical Assistance,,,Grants,,,EUR,1000000,1080000,19116000,European Union,,,,A. Planned,"For audits for Skills, MSME and TA Facility",,
zaf-jet-investment-register-q1-2026-overall-data-44,EU018,Municipal Climate Resilience Programme,Skills,Studies/research,Job Fund - Skills,,Grants,,,EUR,26000000,28080000,497016000,European Union,"GTAC, AFD, SARB and National Treasury",,"Skills sector, mining communities, women, youth",A. Planned,"To enhance the capacity of the Jobs Fund to address unemployment and labor market imbalances, particularly in provinces and municipalities most affected by the Just Energy Transition. To strengthen the enabling environment for job market opportunities and long-term employment growth, supporting resilience in the face of climate change.",,
zaf-jet-investment-register-q1-2026-overall-data-45,EU019,IIPSA Grant - EIB- JETP,Road to Rail,Technical Assistance,Project Preparation,,Grants,,,EUR,21000000,22680000,401436000,European Union,EIB,Transnet,Transport,C. Implementation Phase,"The EU grant blended with the EIB loan is to support Transnet during project preparation and implementation of essential infrastructure investments on its low-carbon pathways, while promoting investments in enabling public sector infrastructure, sustainable growth and action on energy, transport and logistics as well as climate change.",,
zaf-jet-investment-register-q1-2026-overall-data-46,EU020,Support to Southern Africa's green hydrogen value chain — implemented by Climate Investor 3,Green hydrogen,Project preparation,Project Preparation & construction,,Grants,,,EUR,25000000,27000000,477900000,European Union,Climate Fund Managers,"DBSA, IDC, Invest International, Sanlam",Energy Sector,C. Implementation Phase,"Climate Fund Managers (CFM) has launched Climate Investor Three (CI3), a global blended finance fund that includes CI3 South Africa (SA-H2)—a dedicated energy transition and green hydrogen fund for South Africa. The fund uses a blended finance model that reduces early-stage risk through a Development Tranche, helping transform early concepts into bankable projects, and mobilizes private capital for construction through tailored Equity Tranches.",,
zaf-jet-investment-register-q1-2026-overall-data-47,EU021,PtX Blended Facility,Green hydrogen,Project preparation,Project preparation and leveraging private investment,,Grants,,,EUR,20000000,21600000,382320000,European Union,KfW,DBSA,Energy Sector,C. Implementation Phase,"The facility aims to meet the financial needs of PtX projects and attract private investment for scaling up industrial-level PtX initiatives, while also including public sector beneficiaries.",,
zaf-jet-investment-register-q1-2026-overall-data-48,FR001,Electricity Technical Assistance Programme,Electricity,Technical Assistance,Coal plant decommissioning,,Grants,,,EUR,630000,680400,11981844,France,GEAPP; Eskom,,,D. Completed,"Refinement of Eskom JET Office Strategy: Consulting services to the Eskom JET Office for the update, refinement, and initial implementation of the JET strategy. Co-funded with GEAPP. Executed by BCG.",2022-01-01T00:00:00,2023-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-49,FR002,Electricity Solar Energy Project,Electricity,Studies/research,Coal plant decommissioning,,Grants,,,EUR,275000,297000,5256900,France,"CSIR; DHET, Eskom",,,B. Approved,Support to CSIR: Support the development of a holistic cost-benefit analysis study on the repurposing of two coal power plants; as well as the examination of the localization potential and enterprise development opportunities of both the solar PV and battery storage value chain,2022-01-01T00:00:00,2026-06-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-50,FR003,Municipal Climate Resilience Programme: Steve Tshwete Diversification Support,JT-Mpumalanga,Technical Assistance,Diversifying local economies,,Grants,,,EUR,500000,540000,9558000,France,ICLEI; Steve Tshwete Municipality,,,D. Completed,"Economic diversification support to Steve Tshwete Municipality for: 1- The development of a just low-carbon transition strategy, in line with previous work undertaken by the German Cooperation (GiZ) and ICLEI. 2- Supporting the diversification of the local economy to make it less dependent on the coal industry.",2021-11-01T00:00:00,2024-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-51,FR004,Municipal Climate Resilience Programme: Steve Tshwete Community Explorer,JT-Mpumalanga,Studies/research,Diversifying local economies,,Grants,,,EUR,200000,216000,3803760,France,"UCT; Presidency, Steve Tswhete Local Municipality, CoGTA, MP Province",,,D. Completed,Community Explorer: Steve Tshwete Local Municipality,2022-01-01T00:00:00,2023-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-52,FR005,Mpumalanga Just Transition Programme: Participatory Energy Transition Co-design,JT-Mpumalanga,Community organisational development,Participatory identification and implementation of just energy transition interventions,,Grants,,,EUR,357000,385560,6824412,France,"Indalo Inclusive South Africa; Community stakeholders in Dipaleseng District Municipality, Mpumalanga (First phase). GreenCape, CORC, Peco Power, Community stakeholders in Nomzamo, Ermelo Municipality. (second phase)",,,D. Completed,"Participatory co-design of equitable energy transition interventions: Supporting an inclusive, participatory co-construction process in a community / municipality impacted by the energy transition, to identify interventions that contribute to a just transition. This process will include local role players (local gov, civil society, unions, private sector) (First Phase) Establishing an Alternative Service Delivery Unit to Address Energy Injustice and Informal Settlements To boost employment and economic activity by offering alternative energy services in the agricultural village of Nomzamo, within the framework of the just transition in Ermelo, Mpumalanga and to create an inclusive mechanism for alternative sanitation services, ensuring the full realization of basic human rights for communities disadvantaged by the energy transition. (second phase)",2023-06-01T00:00:00,2025-06-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-53,FR006,Municipal Climate Resilience Programme: Emalahleni Energy Poverty Study,JT-Mpumalanga,Studies/research,Piloting social ownership models,,Grants,,,EUR,30000,32400.000000000004,573480,France,CST,,Presidential Climate Commission,C. Implementation Phase,Study on energy poverty: Study on impact of power sector reforms on energy poverty. With focus on Emalahleni Local Municipality,2022-01-01T00:00:00,2027-12-31T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-54,FR007,Electricity Solar Energy Project,Electricity,Technical Assistance,Green bond,,Grants,,,EUR,150000,162000,2867400,France,DBSA,,,C. Implementation Phase,"Cross sectoral: The purpose of the green bond issuance was to support investment in climate change mitigation and adaptation projects in Africa. The project is backed by a portfolio of sub-projects in the renewable energy sector (solar/wind) and/or in the water sector, with climate mitigation or adaptation co-benefits. The total value of the project is EUR 200 million for the subscription to the green bond issued by DBSA with a maturity of 7 years, and EUR 0.15 million in grants to finance technical assistance.",2021-11-01T00:00:00,2027-12-30T00:00:00
zaf-jet-investment-register-q1-2026-overall-data-55,FR009,Mpumalanga Just Transition Programme: Steve Tshwete Social Policy Mapping,JT-Mpumalanga,Studies/research,The role of social policies in the framework for the just transition (focusing Steve Tshwete Local Municipality),,Grants,,,EUR,15000,16200.000000000002,285282,France,Peta Wolpe and Wendy Annecke,,,D. Completed,"Contribution on the debate on a just transition in SA by mapping the entrenched historical implications of coal use, overlaying these with a description of some of the policies developed to address energy and climate change: This paper explores the extent to which social policies in South Africa might serve as mechanisms to enhance the transition to a low carbon economy and contribute to mitigating some of the negative impacts towards ensuring a holistic and just transition. It attempts to contribute to the fluid and contested nature of the debate on a just transition in South Africa by mapping the entrenched historical implications of coal use, overlaying these with a description of some of the policies developed to address energy and climate change and analysing the extent to which current social protection policies, designed to facilitate well-being, might be harnessed towards a more equitable society and a just transition",2021-11-01T00:00:00,2022-12-31T00:00:00
